vehicle_id,timestamp,latitude,longitude,speed,acceleration,direction,lane_id,packet_loss_rate,signal_strength,message_frequency,data_volume,latency,weather_condition,traffic_density,road_type,RSU_distance,threat_type,speed_variance,position_change_rate,message_integrity
1018,2025-01-01 00:00:01.300,35.17433299364586,-119.54808827554571,72.32354690203218,-0.4097119156499107,186.39048618989284,4,0.027504188829198653,-66.47334122374353,5,72.54429724426282,33.9506790839648,rainy,16,urban,336.02777007042556,0,,,Passed
1059,2025-01-01 00:00:01.400,35.1304145874152,-119.99812684987896,73.44387080799572,0.23317381442839036,317.7490835481623,3,0.06780595820974014,-66.26976063468348,50,111.37945751268555,29.157784449276654,sunny,33,urban,377.4722479773316,0,,,Passed
1035,2025-01-01 00:00:01.500,35.44927709426354,-119.8032145298298,30.413867322748334,-1.5941138285358716,238.8606368789001,1,0.05678419494749314,-67.36590349139016,10,101.5137118615616,37.81864408259102,sunny,42,highway,222.8628003142021,0,,,Passed
1047,2025-01-01 00:00:01.600,35.37324570255901,-119.82481644952361,68.215053472238,0.6304515692013735,204.59109720076978,4,0.101762815367752,-59.091684545352614,10,74.63937860274501,49.055369416335594,sunny,60,urban,270.898519099042,0,,,Passed
1097,2025-01-01 00:00:01.700,35.17503920384734,-119.82255168101528,60.101582684839485,1.4566702602876123,82.8666965669599,4,0.05615447248817116,-74.39210083921365,5,62.616226305266025,49.80926787790693,rainy,55,urban,179.55554508940554,0,,,Passed
1036,2025-01-01 00:00:01.800,35.46415928129386,-119.71409207415866,73.49946685696513,1.8544799083570114,307.0834039682496,3,0.061139403857436374,-70.22722422124134,5,79.01532030937666,20.932246134013237,sunny,63,urban,249.52140953127773,0,,,Passed
1023,2025-01-01 00:00:01.900,35.10445935880768,-119.83557175841203,46.139105158327375,-0.983345403721045,106.30461183081795,2,0.1481537235508409,-57.5746064751183,50,102.53465981460712,34.348699191776774,rainy,35,urban,353.47531150303627,0,,,Passed
1012,2025-01-01 00:00:02.000,35.04079709020012,-119.50259243138699,58.25524867268862,-1.222904185951831,25.53873011997396,2,0.15915853388722023,-52.749866454560845,50,61.65700631242228,35.260271342764554,foggy,72,highway,212.95930634636105,0,,,Passed
1062,2025-01-01 00:00:02.100,35.490920444155265,-119.91946675103468,68.71820782402538,-0.9989945579365438,13.980504394592352,3,0.07203812828225258,-71.82348718370288,5,109.67214022725531,24.504002053690968,sunny,77,urban,118.03301189820556,0,,,Passed
1093,2025-01-01 00:00:02.200,35.270317560805054,-119.8187149507491,62.67411001751977,1.9034083178501384,185.86812538843031,2,0.008213503353575157,-65.02947746388014,50,86.33828524233817,17.74597334697931,sunny,99,urban,342.59304217927206,0,,,Passed
1008,2025-01-01 00:00:02.300,35.34424995038268,-119.52909679775422,71.18461774319162,-0.23059108107558224,86.32344929666516,2,0.14291918454001248,-58.49506558205672,5,98.29623563060102,33.08436900992983,foggy,78,urban,196.86002184972648,0,20.54927451939633,3.330709044334428,Passed
1075,2025-01-01 00:00:02.400,35.28301860524704,-119.57932322382125,35.4074091512539,-0.6324813331343937,33.04766369283908,3,0.008145760463794028,-53.61348539972482,5,88.45042974523952,18.424195622785053,sunny,48,highway,212.635834528864,0,,,Passed
1022,2025-01-01 00:00:02.500,35.02402946209852,-119.9745728657957,69.90061742841215,-0.9564255066331442,5.50963450453851,3,0.10062725171601755,-53.58775397029194,5,101.03782616388847,36.554790753646984,foggy,11,highway,255.02145344571215,0,,,Passed
1090,2025-01-01 00:00:02.600,35.4004746473412,-119.83858417119148,55.801516875237,-1.4859985870643593,292.0335036249611,3,0.18829296175530505,-65.34743405498064,5,99.08908631146727,22.233952595686088,sunny,22,highway,182.04067912979156,0,,,Passed
1034,2025-01-01 00:00:02.700,35.16827710744436,-119.82786131769038,47.34284794345042,0.726454675891159,122.62484500712641,3,0.05637095495467999,-72.0458793094586,5,80.90019626719184,47.78268531494975,sunny,30,urban,241.79015913683057,0,,,Passed
1072,2025-01-01 00:00:02.800,35.28426014187498,-119.78796228762904,62.92414898848381,-1.4892410823101376,90.00592171779768,4,0.06816070805060358,-51.73106685991088,5,74.31581158742041,38.7945672965086,foggy,98,highway,182.2051101617032,0,,,Passed
1061,2025-01-01 00:00:02.900,35.24828059534154,-119.6948090431096,43.39358285291899,-1.6000604513525465,19.254706829052807,1,0.18107639528385275,-72.71783308034667,50,117.40805310758738,38.686946654850615,foggy,25,highway,152.6237700943226,0,,,Passed
1024,2025-01-01 00:00:03.000,35.2768515261729,-119.60636394751211,72.57875442967605,1.1251842018848102,40.84725672628129,1,0.0988840609405163,-73.56103099958389,50,63.352269280641,40.796244487685314,sunny,84,highway,100.04708871849255,0,,,Passed
1073,2025-01-01 00:00:03.100,35.418481937118685,-119.93343435265542,67.73163436937932,-0.29563409981223554,80.127510325571,1,0.16437201185807127,-57.34394432108759,5,90.79957012154358,23.16298253485847,sunny,74,urban,132.83981778872754,0,,,Passed
1070,2025-01-01 00:00:03.200,35.493000531911434,-119.87668909262948,46.93168134889121,-1.665997133205325,279.77288973387726,2,0.14101687285933198,-68.7818961392428,50,66.67184893836908,32.24187865018007,sunny,67,urban,318.5181985880001,0,,,Passed
1038,2025-01-01 00:00:03.300,35.37302243963271,-119.79168438254858,73.29776468135438,-0.5005176819051838,102.85635106146987,4,0.10567402425944183,-64.0916042098361,10,60.72926848138898,48.94575893476737,sunny,56,urban,234.69538818020496,0,,,Passed
1074,2025-01-01 00:00:03.400,35.45955785763933,-119.62649508399463,61.29350053979914,-1.698261811640923,59.83755548733105,1,0.13914973779692344,-63.63647338080567,5,101.81550335182888,28.447064098272698,foggy,66,urban,385.54584259274617,0,,,Passed
1015,2025-01-01 00:00:03.500,35.44513189194546,-119.72782837639285,57.90596690106915,-0.8904752680754693,67.72361750055407,2,0.07765367679797444,-69.26513135737626,5,118.46368845996999,49.5173760567861,rainy,72,highway,158.3346657002147,0,,,Passed
1083,2025-01-01 00:00:03.600,35.30139094101165,-119.63547882125756,35.99333063506874,-1.6951984816033474,338.59145776873805,3,0.145143901677672,-59.66462010160525,10,64.96490520211837,45.68315200740275,foggy,14,highway,181.76217840731735,0,,,Passed
1064,2025-01-01 00:00:03.700,35.24018504093318,-119.99264302533275,46.95325364720733,0.9983131999042882,141.4762016323893,3,0.16842378462714175,-54.041782382221555,10,62.20931205815948,19.68482415802216,sunny,64,urban,334.51535319552715,0,,,Passed
1094,2025-01-01 00:00:03.800,35.37495537473499,-119.95658287612882,56.33172895464624,0.9044833762873923,272.54923273528414,3,0.04946962034863953,-63.736396617247664,10,75.08654637070791,24.615612895906807,rainy,74,urban,266.3448841602635,0,,,Passed
1091,2025-01-01 00:00:03.900,35.134336241012655,-119.51109237101515,52.41743339906518,-0.0951572128439433,299.29373642250044,2,0.17043630006370802,-61.20232903063786,5,65.3044934019388,42.71362438143716,sunny,56,highway,324.63389238050837,0,,,Passed
1013,2025-01-01 00:00:04.000,35.35203988404961,-119.60648208075446,36.13671640140464,-1.9418213373284723,126.21152117037491,2,0.12732886432445653,-61.12960978644436,50,114.2495216696249,27.188941345815515,rainy,97,urban,154.28580803968265,0,,,Passed
1050,2025-01-01 00:00:04.100,35.34882093574673,-119.89823588783693,50.67060635757776,1.3683656600748386,276.8103868735431,4,0.09182715124765227,-50.49918561786308,5,80.84480449352486,22.319577687747994,foggy,84,highway,95.10790266872723,0,14.194237447206696,1.7320325217473558,Passed
1054,2025-01-01 00:00:04.200,35.29238305297458,-119.70015024445514,61.39504081636193,-1.2797309106028059,250.74052784174845,1,0.1793576819812024,-63.15095899342819,5,118.38662095620626,36.06773884393361,foggy,28,urban,170.77891973783537,0,,,Passed
1041,2025-01-01 00:00:04.300,35.088505242138375,-119.54435126687852,35.42861419952703,-0.1568849278690969,74.2801386260853,2,0.025749679659928783,-66.74751216724611,50,62.358728390465934,42.97936396181649,sunny,95,highway,355.75251843737203,0,,,Passed
1062,2025-01-01 00:00:04.400,35.18864298262103,-119.50129751219183,69.0735498166014,-1.6619319692772723,215.020109611955,4,0.04186986466734206,-65.73819743021545,10,74.16699198704426,41.5984393128155,rainy,97,urban,71.81947687893451,0,0.25126473259084525,5.159817594314623,Passed
1058,2025-01-01 00:00:04.500,35.12621847217201,-119.85667479294227,70.28430769592397,0.0467097684626645,191.56085469551363,1,0.17344299621494466,-66.14633323017186,50,74.54823021808377,24.423513083228336,sunny,37,highway,162.72770795411242,0,,,Passed
1085,2025-01-01 00:00:04.600,35.16374867608896,-119.55988106590962,70.07372763329528,0.37436981421619464,244.47683489201626,3,0.1297645680583152,-63.010447456143744,50,104.20934852369477,34.52097930826531,sunny,92,highway,168.10639185517135,0,24.53093895370191,3.3072053526501812,Passed
1051,2025-01-01 00:00:04.700,35.3229586206658,-119.78538915233446,46.024352665403086,1.9460609951719188,218.0789349684794,1,0.001506872626814948,-69.3666800571868,10,74.75746370307048,20.62384806408445,foggy,71,highway,110.68075835316418,0,10.340289626562525,0.7481503811320978,Passed
1054,2025-01-01 00:00:04.800,35.421157017649094,-119.52581773893726,30.820911664276245,0.7878458494656861,359.01199251662194,2,0.07957111980914833,-50.763239168115774,50,109.02432425695679,24.026598946572896,rainy,60,urban,301.4600447927938,0,21.619174052313095,2.1673614478931627,Passed
1074,2025-01-01 00:00:04.900,35.28580634473495,-119.63998954683014,64.62718199363715,-1.2518250057699065,116.52452510552773,3,0.039901385467663954,-56.59382040753779,50,102.43380573866668,41.87228255049936,rainy,46,highway,376.20501978992695,0,2.357268762324686,1.7427475079247818,Passed
1076,2025-01-01 00:00:05.000,35.266294716275794,-119.52591176841122,45.14719251872643,-1.462341292244103,22.814989370196386,4,0.04034609246604717,-57.88571130300417,5,68.32948640652123,15.094881479501538,sunny,84,highway,262.13565836954353,0,,,Passed
1034,2025-01-01 00:00:05.100,35.1744341332715,-119.96476457212391,67.37787335044781,1.8601076426660503,44.7470004547961,4,0.19818589529147812,-69.87495474866907,50,63.98977604200665,40.939222725152064,rainy,69,urban,98.92033181920132,0,14.166902326532625,1.3704163616043474,Passed
1013,2025-01-01 00:00:05.200,35.39976856545976,-119.9125663383464,38.38822440546649,-1.057233015740001,228.1530829392638,2,0.0717660968247005,-53.069986479672295,5,100.97892380502795,30.818201045466374,rainy,41,highway,155.48225595744972,0,1.592056577567921,3.097831495978385,Passed
1022,2025-01-01 00:00:05.300,35.21937233769417,-119.78874313545306,45.99131033182781,-0.4340715591939923,191.46869268774265,1,0.1812944221929094,-59.394050102150196,50,85.89168858818655,26.64855250693695,foggy,81,urban,108.3557659976841,0,16.906433181466426,2.6961366383251595,Passed
1028,2025-01-01 00:00:05.400,35.24771181320198,-119.87073045556953,55.79178821658249,1.9907704636953731,270.8651232139762,1,0.049697827962893154,-56.401342685683076,10,72.2726755901678,39.9922428778265,sunny,83,highway,337.4400566352045,0,,,Passed
1030,2025-01-01 00:00:05.500,35.18941078277846,-119.72850010964083,57.178104243263064,0.009153389850120597,194.34982936062121,1,0.0458502790465283,-56.94368579017335,10,60.73218433908267,35.94549454218294,rainy,52,highway,339.3795897331774,0,,,Passed
1073,2025-01-01 00:00:05.600,35.17126212858927,-119.613675491515,49.06185880892173,-0.8482815340970955,221.3820947349556,2,0.11724596640335945,-62.35278302788835,5,75.36093191121974,40.41334551218402,foggy,85,highway,371.5626827912613,0,13.20152490203044,4.041823388115128,Passed
1004,2025-01-01 00:00:05.700,35.461249690588645,-119.8536193171567,36.86425693114176,0.3051534406672527,218.41741669782812,2,0.015464213097757452,-72.39382584870476,5,115.53411077440657,30.77937799914462,rainy,30,highway,115.21230782294224,0,,,Passed
1086,2025-01-01 00:00:05.800,35.46042094130868,-119.93494818103106,53.347712570673245,0.365101742979717,143.6409733932469,1,0.14884993036865776,-69.86050479060906,5,60.27792138027617,26.672471009190048,foggy,34,urban,373.0360811294697,0,,,Passed
1006,2025-01-01 00:00:05.900,35.17347660094811,-119.86875062405487,50.34980734004132,-1.1015807082400721,162.8782258077696,3,0.04964528855143038,-60.55920114771132,10,62.0327496147957,25.90156098964651,sunny,72,highway,127.03402492838397,0,,,Passed
1084,2025-01-01 00:00:06.000,35.257586841203405,-119.98777065784138,50.65450446076559,0.22922147556019157,309.8275264406642,3,0.19937485036918948,-62.445124741718935,5,78.59621557611666,28.906134041015925,foggy,65,urban,121.79887416870251,0,11.765325898268852,3.5773178153725835,Passed
1028,2025-01-01 00:00:06.100,35.31248799352553,-119.68886297372009,67.64541659815498,0.34981441693629733,105.85608451954975,3,0.09065776694960553,-61.8902432668105,5,84.04578365251956,34.58741159578763,foggy,13,highway,351.62496735473104,0,8.38178101027523,1.9305888866240843,Passed
1002,2025-01-01 00:00:06.200,35.18665465813988,-119.63537233657178,58.97997944575571,-0.3650633156076144,9.13908803772415,4,0.1679577718913141,-53.32515599971191,5,93.10335571556038,23.88609974151565,foggy,68,highway,258.26714289514723,0,,,Passed
1066,2025-01-01 00:00:06.300,35.44373024125675,-119.77836079239168,62.4365893339728,1.2212598694316203,355.9423615039594,4,0.17113929362125715,-54.24450338582521,5,68.46491092666281,29.22373078957327,foggy,57,highway,271.63427121883615,0,,,Passed
1032,2025-01-01 00:00:06.400,35.10394312757301,-119.5132661019369,38.16459457904088,0.3321662438787687,151.71283821329925,2,0.1821248007080608,-59.38096822391872,50,75.56540600587755,28.28923428585434,foggy,21,urban,170.81725070844647,0,7.9711661376928085,2.5372813083741064,Passed
1093,2025-01-01 00:00:06.500,35.18137894733297,-119.93053400998735,39.87797362864314,1.8981890607954797,280.7131589236911,1,0.17369359517958258,-62.81422004376216,10,88.26392716162886,21.373749858755414,rainy,90,highway,239.57197513130342,0,16.119302625428084,1.428760965846462,Passed
1024,2025-01-01 00:00:06.600,35.1289438427166,-119.56967803703641,67.57186065596846,1.9376087228142085,189.2484656289669,1,0.1382443715219309,-57.92040358886297,10,114.85792839362995,19.12128790115494,sunny,47,highway,191.83683080969107,0,3.540408540069339,1.523894315654426,Passed
1075,2025-01-01 00:00:06.700,35.1032106358803,-119.50549791432924,36.159853353096324,1.6000745673924204,314.6004279225055,4,0.05014613211231955,-59.17254841606381,5,70.52227671740698,47.004418107373596,rainy,94,highway,231.62119684899315,0,0.5320583975872762,1.9437356345290226,Passed
1063,2025-01-01 00:00:06.800,35.17693568828062,-119.97931358865661,38.296691430553345,-1.6386521576895685,277.55493319277224,1,0.07785912280839531,-67.7826565807325,5,103.29197166731433,36.36416334527851,rainy,64,urban,377.8904087636653,0,,,Passed
1068,2025-01-01 00:00:06.900,35.24187747096621,-119.63495561119609,54.2929250508687,-1.3519444884336616,302.95067771161564,1,0.09927324944024728,-60.07892877707777,10,97.39995305429944,31.598305804512936,sunny,82,highway,194.4777427123633,0,,,Passed
1060,2025-01-01 00:00:07.000,35.34420119821387,-119.71741366930188,41.088091495759805,1.2764092706967989,287.78971642883255,4,0.1935398776414173,-74.86865453604038,50,78.87579340856465,43.26005881358664,sunny,70,urban,291.69608135597423,0,,,Passed
1046,2025-01-01 00:00:07.100,35.04335260593109,-119.97908539650197,64.12765862755566,0.5557975413370473,273.25290439398594,1,0.1384553129035705,-53.77010871086702,5,114.2018287581615,37.63327216910072,foggy,35,highway,284.4711125925137,0,,,Passed
1031,2025-01-01 00:00:07.200,35.35278758625785,-119.96262415870784,38.12589053073001,0.27178092221051786,329.57578713169505,2,0.024104515757292888,-56.72440821354296,50,115.46377172259182,48.987038580787875,foggy,91,urban,69.20891512626622,0,,,Passed
1098,2025-01-01 00:00:07.300,35.15955023662163,-119.91445773707534,31.66534356219717,0.38507951392821216,82.8031814235731,4,0.09621237676881729,-52.875041086917975,50,80.39249782608397,40.366837003506646,foggy,24,urban,238.44052163327564,0,,,Passed
1085,2025-01-01 00:00:07.400,35.159376251466036,-119.8129456882185,69.86899867062843,0.46345275272921826,83.86541091130816,3,0.09238857011511753,-50.24146716645557,50,112.48210036105196,33.51279969095242,foggy,48,highway,68.43934259203,0,19.970589971473302,2.5310239264262417,Passed
1092,2025-01-01 00:00:07.500,35.01879838660313,-119.73989066342826,56.13407432522975,-0.9132521157239837,143.38345823122881,2,0.08355335643346676,-64.46607494307324,5,103.93630843107871,15.117122671504273,sunny,23,highway,348.48763759216547,0,,,Passed
1017,2025-01-01 00:00:07.600,35.11680387552496,-119.52104659481819,30.804327063003623,1.9508895589441262,153.99832814491043,1,0.07832602810807121,-71.8890610675786,50,116.99767103701352,42.52207550454432,foggy,79,urban,359.46964234602603,0,,,Passed
1087,2025-01-01 00:00:07.700,35.23370075562494,-119.80670569460536,37.51652757414338,1.9646745045479062,83.40181249803962,4,0.1675651470566491,-69.23577010487452,50,90.76131066099052,23.073443410121556,rainy,66,highway,115.25339175048909,0,,,Passed
1002,2025-01-01 00:00:07.800,35.41310284789698,-119.90038484356494,58.34000653482689,-1.134703907853786,186.5737320035012,4,0.19898156452928706,-70.65261876951281,10,90.91487545888356,32.19152193040193,sunny,97,urban,212.18326187546697,0,0.4525291850934621,3.4858343550298945,Passed
1012,2025-01-01 00:00:07.900,35.11190880741131,-119.76848721144671,56.68229706787665,0.3203448313512447,32.93526146319175,1,0.07823395321607596,-68.17601562859213,5,113.32488479213863,48.44780243804137,rainy,18,highway,376.0563209116465,0,1.112244746240811,2.752397325745928,Passed
1010,2025-01-01 00:00:08.000,35.043493379955706,-119.70422660653534,46.77098326555413,-0.9609848649586952,260.4312409278906,2,0.10652050388015243,-50.94695068519876,5,113.66879585808405,49.701636730076686,rainy,49,urban,230.62765715526584,0,,,Passed
1057,2025-01-01 00:00:08.100,35.285659470959786,-119.83105600505328,54.47005085988297,1.457971521229394,264.2075708233326,4,0.15948520432138563,-58.53870413353936,5,69.44043958215155,20.614003686552522,sunny,54,urban,288.04927011610516,0,,,Passed
1062,2025-01-01 00:00:08.200,35.34949536901979,-119.5946107698925,69.67367097466575,1.8452611527396297,167.5692031571941,3,0.16516335011295255,-71.77825331316387,50,73.71750969149541,46.804545824427876,rainy,11,urban,227.61370681629268,0,0.4829291128582014,1.8595928122276522,Passed
1038,2025-01-01 00:00:08.300,35.09656643229365,-119.542049112234,44.689510942648184,0.2393772492353179,41.70378844089276,2,0.1268011406199223,-61.50036550710361,50,67.70692308559148,24.917003189295357,foggy,83,highway,344.0425259594266,0,20.229090216544552,3.7248582815845803,Passed
1027,2025-01-01 00:00:08.400,35.31631094656697,-119.96601405275501,34.61293775958057,1.7489139489458045,247.6388600282928,2,0.1894595776512676,-70.8405603266932,10,102.51432027615776,31.575086095228098,rainy,99,highway,348.3451307195267,0,25.13921384886926,3.824153058660638,Passed
1013,2025-01-01 00:00:08.500,35.4867444845887,-119.98443892764284,63.734332428431614,-1.4796550394774721,272.9747505344481,3,0.01312522891480259,-54.46217631481397,50,89.31859142427994,41.96425962327277,rainy,96,highway,145.76933319858307,0,15.324940949203185,1.128294270148506,Passed
1028,2025-01-01 00:00:08.600,35.47215181747892,-119.55109680984685,68.43943985077047,0.10809638484744832,297.3314756879628,3,0.04415392255775208,-72.94047385960393,10,73.80322098188603,19.59672942432823,foggy,90,urban,60.95580981163069,0,7.084043932127713,2.108839789736671,Passed
1092,2025-01-01 00:00:08.700,35.4718079600838,-119.70986365846306,58.73366764488385,-0.4096224081488229,98.71747284552121,3,0.06239039809902609,-66.98143148904681,10,73.79727635346518,22.458664640877917,sunny,34,urban,246.96260022018393,0,1.8381900646546656,4.540036285012696,Passed
1079,2025-01-01 00:00:08.800,35.27161640289498,-119.57962286913963,39.16655621743234,-1.6353420383752333,55.316893738000566,3,0.16895664562337753,-55.97440022642503,50,107.80786967184164,25.295879067021726,rainy,12,highway,211.7340517679812,0,,,Passed
1093,2025-01-01 00:00:08.900,35.0586540944812,-119.56259289610128,60.85043792530371,-0.2787764204021492,72.18890161212121,1,0.032165093815638014,-58.71201332994338,5,76.13960426610586,42.914568522301586,foggy,73,highway,54.06718896783522,0,12.667766659484585,3.8786860248699675,Passed
1017,2025-01-01 00:00:09.000,35.340228313179665,-119.69777254193998,73.86149333418103,0.8875505117077402,236.5141887232175,1,0.17202447943784094,-55.503725277666256,50,88.83041683546973,18.67255624463612,sunny,85,urban,99.87344001552964,0,30.446014249026238,2.8486933799097716,Passed
1079,2025-01-01 00:00:09.100,35.2411781907758,-119.60517478995943,45.57074554401778,1.1032189431718242,338.84550152365915,1,0.1035423286769423,-72.80333752137916,5,64.95051206642528,43.857991641389184,rainy,31,highway,392.11323521017505,0,4.52844570083108,0.39741482289842867,Passed
1089,2025-01-01 00:00:09.200,35.34473248456863,-119.90029334955454,39.006760991016456,-1.330069670963721,37.64442252038409,3,0.02484399334561187,-52.59446743287404,5,116.17273477462139,16.818994927801533,sunny,85,urban,299.9304262463497,0,,,Passed
1061,2025-01-01 00:00:09.300,35.39171136297081,-119.80612899294059,51.797930140831824,0.6432804731970028,199.08052293310504,2,0.16345955399249876,-63.6920428870425,50,62.445246365548364,20.739981834632403,rainy,84,urban,257.64752690856255,0,5.942770958729932,1.8156132939889609,Passed
1011,2025-01-01 00:00:09.400,35.07977234005659,-119.9358917832961,39.86462943111199,1.9034610232765252,121.28248503759846,4,0.17436655579462423,-64.15861665109028,50,69.70035264880816,15.730139875203834,foggy,31,highway,239.86752250177864,0,,,Passed
1058,2025-01-01 00:00:09.500,35.325162843173466,-119.59977122546458,60.61027090940811,-1.7112063640832966,11.034900794090184,1,0.16809048125538673,-70.64516658554366,5,103.63014418597848,40.99472824199934,sunny,13,urban,318.7033608233731,0,6.8405770131934815,3.2492815472951717,Passed
1059,2025-01-01 00:00:09.600,35.02005459570624,-119.93351574806123,56.0403933857577,-0.24553832324163816,261.09275774944916,4,0.12123774271223431,-60.056910868603396,10,99.30056032992651,49.72466607192353,rainy,21,highway,213.034482457087,0,12.306116901491482,1.2788245480949805,Passed
1020,2025-01-01 00:00:09.700,35.36655651120764,-119.56578384256363,62.212123410693984,1.636130082662564,64.6859191932871,4,0.07456972743778689,-62.18461986985487,5,111.26310560217475,32.22972497568122,rainy,69,highway,257.5214399411236,0,,,Passed
1088,2025-01-01 00:00:09.800,35.33131063950416,-119.54763075397732,59.34554604886971,-0.7514077732142117,143.65654060935998,3,0.13134733290825845,-66.87024839438263,5,74.22167142650017,23.213591339154288,rainy,76,highway,165.8112770462102,0,,,Passed
1092,2025-01-01 00:00:09.900,35.16850158821564,-119.9144416829413,49.38993856478127,-1.0051429096494804,222.17219517745082,1,0.050505556415083856,-66.01873130209387,5,96.33228945869297,27.48562185640006,sunny,58,urban,331.9845535325186,0,4.82262939527987,3.6585095778915933,Passed
1027,2025-01-01 00:00:10.000,35.43210808883708,-119.77907012479693,54.29576277759956,-1.8632489362433673,355.2094729285782,1,0.1062339056002064,-51.58485769262596,5,98.40017801021483,22.8645411940438,sunny,68,highway,227.53218304093735,0,17.810162613519356,2.1990227456377363,Passed
1077,2025-01-01 00:00:10.100,35.3441039329333,-119.6986894942322,51.5953686716433,0.7438709439319364,6.25672446677267,1,0.12782398756310007,-53.302042636999445,50,75.25347479384959,33.260551632267465,foggy,53,highway,94.00952913232709,0,,,Passed
1044,2025-01-01 00:00:10.200,35.0717711810197,-119.96990989596343,62.980451325360384,-1.3504724213507164,67.80567015561653,3,0.13452042364502526,-63.90624451738572,5,117.80080996922393,23.935728365495116,sunny,64,urban,181.00386849892743,0,,,Passed
1029,2025-01-01 00:00:10.300,35.24858738200421,-119.8089236201006,69.10072430154233,0.28243898655531874,10.93934149086127,4,0.15910207433928064,-52.033055075162395,5,72.94050914386303,38.060991458143,sunny,57,urban,87.30756060779674,0,,,Passed
1091,2025-01-01 00:00:10.400,35.079643722621405,-119.80247696134526,44.31501991281537,1.4657546701105817,357.60129744910626,1,0.1564770968116547,-60.8245934753333,5,66.54657790594499,37.76790767271005,rainy,13,urban,332.7460796794405,0,5.729271520104578,2.9647301909250303,Passed
1081,2025-01-01 00:00:10.500,35.43894557952066,-119.6585978583827,69.1005281493257,-0.49731099247309407,106.87293884170109,3,0.0011517320996243142,-66.88535425249324,10,83.77036149655532,39.34135223414518,sunny,98,highway,240.9904109734157,0,,,Passed
1034,2025-01-01 00:00:10.600,35.11363481363158,-119.53659796188423,57.155186702162005,0.672851194220065,223.01652456346122,2,0.1000890618261483,-61.44090837550654,10,88.75091265778386,15.89747230322525,rainy,34,highway,189.58797331391517,0,10.018213058256991,4.324617941423494,Passed
1036,2025-01-01 00:00:10.700,35.123034829398996,-119.73834773752058,47.74643957182576,0.19765695372181336,268.87525780889615,4,0.19110473919098694,-74.54418543309096,50,85.851725492282,46.38500014440429,sunny,24,highway,374.46209067870734,0,18.21014022940423,3.419857144468146,Passed
